Machine ID,Timestamp,Temperature,Vibration,Pressure,Humidity,Voltage,Current,RPM,Operating Hours,Maintenance History,Error Code,Failure,Hour,DayOfWeek,ElapsedDays
M016,2024-01-04 12:00:00,78.88953854709592,0.32780792661471164,111.26359106077902,38.732126079364456,,42.48052169130132,1671.6129533347766,1175.034207161366,None,E03,1,12,3,3
M018,2024-01-04 13:00:00,75.25317171434554,0.3042764965639593,102.65457237421361,47.89200355697611,224.1590677999361,,1686.8902328553324,1396.6358706394954,Minor,E00,0,13,3,3
M003,2024-01-04 14:00:00,73.4680915529241,0.24512982309092735,113.70939391334643,55.89860917000848,237.88387385223152,,1512.9242677944155,495.242581483296,Major,E01,0,14,3,3
M008,2024-01-04 15:00:00,72.87308883201358,0.4586656904663731,100.74378034257983,59.250142489841835,208.08096351463192,41.14792434959389,,755.1485484041319,Minor,E01,1,15,3,3
M020,2024-01-04 16:00:00,70.95019177971493,0.3794987634933978,108.61952289802339,61.94714247176587,,47.350353949318176,1469.3816742715635,1005.2218670296564,None,E02,1,16,3,3
M021,2024-01-04 17:00:00,78.2738407212556,0.3817142774126011,103.42975738324918,29.22238004331378,234.65602628044587,59.14197526608547,1515.2640078895809,1730.471634568488,None,E01,1,17,3,3
M011,2024-01-04 18:00:00,66.807943007389,0.5681692968926744,95.60636294859708,31.044017115498896,210.6032800313245,45.84182276358193,1493.6319154103105,2147.1127343393596,Minor,E01,0,18,3,3
M021,2024-01-04 19:00:00,62.26844923901874,0.37275313188304093,101.44987323503875,41.524255278700245,228.00880073476733,55.37189250247706,1378.533368934595,1201.9371823256672,Minor,E00,1,19,3,3
M022,2024-01-04 20:00:00,75.68664073735485,0.25883750164299774,104.025375020073,45.963438492088514,229.077737956533,,1552.415300886135,1218.217992775929,Minor,E02,0,20,3,3
M010,2024-01-04 21:00:00,75.78742996840289,0.33628674975049166,99.74241494877914,42.138983953716135,208.1852307607291,47.03507956700806,1311.8654792684451,222.65389824287604,None,,0,21,3,3
M023,2024-01-04 22:00:00,74.8814469150706,0.2817652313805942,103.30285214398045,38.368328037809405,225.69889371534552,42.91243690047364,1510.2464970619449,1561.7849454240736,,E00,1,22,3,3
M008,2024-01-04 23:00:00,,0.3222892123792059,106.92290367461516,41.346981117631536,217.82947279071095,52.39816765273839,,1379.8575813482162,Major,E01,0,23,3,3
M006,2024-01-05 00:00:00,70.07675772997472,0.32181872780717746,99.81301486403285,50.79976586919004,219.51643362792117,41.721774978330416,1513.828888224354,1313.254331554405,None,E00,1,0,4,4
M018,2024-01-05 01:00:00,76.72489622631315,0.3089082926253065,76.44889865054014,,217.40036219824242,,1602.145775925139,701.5147056545557,Major,E00,0,1,4,4
M016,2024-01-05 02:00:00,71.72665123947276,0.2524702246251222,113.42616121194696,73.12028607104523,230.50151273147705,36.88492084732126,1586.232727173497,1991.955185127656,Minor,E01,1,2,4,4
M004,2024-01-05 03:00:00,69.07731863510894,0.46147511435706073,97.61926855823737,45.25192252061159,219.10303183680458,59.08624915102993,1766.7214007386688,1808.2171756134244,Major,E01,1,3,4,4
M021,2024-01-05 04:00:00,70.1286521264676,0.37091936311068757,93.41375823334161,57.610168730744704,,57.02621668483399,1437.8745859414862,1317.7414605999663,None,E03,1,4,4,4
M005,2024-01-05 05:00:00,84.12383819265499,0.3342169575709833,91.00711763477746,38.039941260425906,216.4289958932623,,1533.5199797341504,1596.7979024762037,None,E04,1,5,4,4
M021,2024-01-05 06:00:00,61.590143507727404,,97.30843278133084,51.89219511029722,217.2720803528873,50.43546602809593,1525.8284127483112,1220.4439827833523,Critical,E00,1,6,4,4
M001,2024-01-05 07:00:00,74.99872862577479,0.38297470923945737,95.49801734946415,46.20109287394291,211.3637158405557,64.8396693652526,1520.1823637628988,,Minor,E00,0,7,4,4
M020,2024-01-05 08:00:00,61.9253374342577,,94.10392428892247,55.281700726659516,216.22292753944419,69.76771111528976,1348.217491853452,677.0992768909753,None,E00,0,8,4,4
M020,2024-01-05 09:00:00,71.35059997006216,,,42.61623698611498,220.94135699762737,48.34186649381774,1357.9828908833433,290.516298152172,Critical,E04,1,9,4,4
M020,2024-01-05 10:00:00,69.39823508907487,0.35937543206310596,104.23794259247857,63.61876280507614,223.23505135986008,,1500.7759763969577,692.2033913379139,None,E00,1,10,4,4
M017,2024-01-05 11:00:00,59.489830219920734,0.3969155019894114,116.24290752802482,27.09532983015547,229.63231246274245,45.5807982579764,1310.892729826536,877.4069634495916,Major,E00,1,11,4,4
M012,2024-01-05 12:00:00,74.33422554260258,0.40271786106144425,106.5645727841192,56.39248596237628,221.92783119633407,40.64570081660248,1459.8953573951203,942.5749864916326,None,E01,1,12,4,4
M018,2024-01-05 13:00:00,69.71977162684682,0.3613903114522962,108.98078547803657,46.42463706639658,216.20424216322505,53.7049020341166,1422.295247940846,1379.2451135140482,Major,E00,1,13,4,4
M007,2024-01-05 14:00:00,59.40476194463254,0.3345723854552719,96.98071974842608,32.78007961952468,211.91168004948034,51.99697922388301,1464.2427072409657,1097.0646804338287,Critical,E01,1,14,4,4
M020,2024-01-05 15:00:00,77.03740854464552,0.4571278461017736,100.83732292440462,68.42479044056532,,37.11822970891965,1635.8792346720413,,None,E02,1,15,4,4
M014,2024-01-05 16:00:00,,0.31654689221585963,103.41185923384229,67.18437271881095,219.0610337539373,53.6480158815173,1370.5997264309049,726.1560853276212,None,E01,0,16,4,4
M012,2024-01-05 17:00:00,80.94074605377943,0.3773919520299142,94.72353685085784,20.11355106211854,,52.265118824448,1604.3758980671898,691.533580521297,Minor,E00,1,17,4,4
M013,2024-01-05 18:00:00,74.15373864390882,0.37897358875173465,96.59415943560707,47.1214126481499,222.1002361371848,45.190042499667264,1431.4454771089434,1216.4413494537257,None,E00,0,18,4,4
M015,2024-01-05 19:00:00,72.2763488314627,0.3073309503415455,106.8364156666646,53.46795065676884,224.15511264995783,,1446.389672553489,983.1579845952016,Minor,,1,19,4,4
M001,2024-01-05 20:00:00,79.96893972537478,0.29345243302819546,,50.30045769981378,,53.39023813928165,1555.8654787186433,1201.8261512281124,Minor,E00,1,20,4,4
M004,2024-01-05 21:00:00,82.09430151204059,0.3252303585391104,100.53928215612207,63.186355299341194,218.63585517404238,62.87105324144516,1467.102179985291,1417.75974607421,None,E00,0,21,4,4
M007,2024-01-05 22:00:00,78.80141221725376,,90.4387425537702,60.691592490175374,213.58894556765256,53.187165037243226,1392.90386784227,1855.7944487022064,Critical,E00,0,22,4,4
M003,2024-01-05 23:00:00,66.3507743866212,0.2479308606852794,97.63526413425873,48.18224827580618,215.0977218489917,56.24387401002208,1455.566723473932,1191.819129765906,Major,E01,1,23,4,4
M011,2024-01-06 00:00:00,73.20806911928953,,88.46935092395303,72.32524334893964,226.78607860100342,43.34242885088113,1286.803959387195,1925.3375601065422,None,E00,0,0,5,5
M017,2024-01-06 01:00:00,74.63709686574857,0.3686356089244193,100.60161927867782,56.242158272490926,216.61131009282624,46.6858208833906,1545.7421423760395,1362.5099296843907,Minor,E00,1,1,5,5
M017,2024-01-06 02:00:00,,0.4386160508904019,102.04322489017135,40.78302605786493,209.2316576605003,54.8641341830884,1127.7779963552262,,Major,E00,0,2,5,5
M012,2024-01-06 03:00:00,74.81616395772464,0.3888073934621543,97.83431663169779,38.37182886205978,229.27659745209786,39.13324092280748,1606.5623499604142,1621.234040773948,Minor,E00,1,3,5,5
M022,2024-01-06 04:00:00,85.63795095587633,0.16803258511408328,101.93368977906563,59.920098035683296,212.46097206215344,51.65761358642808,1573.8314341326318,1487.8986316578694,Critical,E01,0,4,5,5
M015,2024-01-06 05:00:00,,0.3948912600330129,103.3352099126707,35.4845492816347,220.2819768304562,53.94738426557965,1692.1721752994458,879.3172712564966,None,E00,1,5,5,5
M002,2024-01-06 06:00:00,80.84047848865053,0.3109293749872997,102.05489634325698,40.08314064649827,223.9293046816756,49.6917272003074,,1633.2220164410423,None,E00,0,6,5,5
M020,2024-01-06 07:00:00,,0.3817156052281434,90.38775766162456,42.12513730254182,220.02574700430222,52.55497625950614,1612.292515159104,1050.366963117731,Minor,E01,1,7,5,5
M015,2024-01-06 08:00:00,71.56069005609707,0.349010531855256,97.97388539589845,49.26784071931381,200.17489683430773,50.46255878227018,1424.711395995378,1320.6754878689746,None,E01,1,8,5,5
M016,2024-01-06 09:00:00,74.28762834048585,0.33651186617392204,103.27874382613014,42.67849964446102,223.1239039728538,45.022707178177356,1760.7146862474506,1253.140483453801,None,E03,0,9,5,5
M015,2024-01-06 10:00:00,67.1050401120934,0.3428434990426501,112.629694170448,29.196349242238337,230.6117060010033,40.57514587003579,1356.7280088186662,1657.6385462643032,Minor,E02,1,10,5,5
M014,2024-01-06 11:00:00,66.21734887659368,0.3484302984211154,97.82459399809042,58.94495685588916,226.29225782399885,49.2774932056167,1271.6755640589543,1357.2267534117036,None,E01,1,11,5,5
M003,2024-01-06 12:00:00,79.59782734301619,0.44410834804631705,104.40672160358488,40.14721621457862,203.00804814403625,60.436048027148814,,645.5357978032653,None,,1,12,5,5
M014,2024-01-06 13:00:00,80.2340540571991,0.34862378690404383,107.0252152953906,69.2392232255939,237.0179545840216,58.195045847417006,1572.1869819928845,2036.6627032255667,None,E03,1,13,5,5
M020,2024-01-06 14:00:00,66.0533621064759,0.425987529322684,98.42697841301953,48.647880087118075,209.39318758452552,47.23734163597783,1274.901893206423,1533.9735407464686,None,E02,1,14,5,5
M008,2024-01-06 15:00:00,77.80799282732319,0.415793410609196,109.18726197989872,60.20648981282591,211.37264432284363,,1337.356895766603,,None,E01,1,15,5,5
M016,2024-01-06 16:00:00,71.47824014636387,0.3966931883308557,109.61739065144717,52.570338170169514,226.25502074829834,46.48230088450416,1566.154203732104,745.0803228320907,None,,1,16,5,5
M001,2024-01-06 17:00:00,,0.22493668259092253,111.04307787248952,60.780675257479515,223.62273160713855,46.483329046486844,1395.6042193763192,1579.7077790200672,Critical,E00,1,17,5,5
M009,2024-01-06 18:00:00,74.76131183661037,0.42816428593131245,103.66745735188425,51.84406795517319,220.64268084191846,52.30199538481752,1412.8621324917392,792.3734747676583,None,E03,1,18,5,5
M011,2024-01-06 19:00:00,77.96610280874592,0.3179469094105088,118.88109799726028,47.82202600790168,215.44475006242845,58.45985116293123,1735.9706920584076,1520.2867490063306,None,E00,0,19,5,5
M025,2024-01-06 20:00:00,72.49630921117914,0.40010090967523404,,58.1188091022782,,68.10247387972193,1757.783293827644,1627.6331432107763,Critical,E00,1,20,5,5
M006,2024-01-06 21:00:00,80.46097197181162,0.281922701673171,116.99262068943152,74.83166537510463,,43.36121983584531,,940.092937436082,Major,E00,1,21,5,5
M007,2024-01-06 22:00:00,73.85647703855955,0.2670448169687721,106.14639590926747,41.7624367367415,207.47346392300358,55.209442775312866,1481.9407814688734,904.4052810188949,None,E02,0,22,5,5
M011,2024-01-06 23:00:00,75.7451056348172,0.48834721157818395,110.72309866421375,54.53912385270017,229.8583995998277,54.33867522404843,1608.2946214395959,1011.9130456871328,Major,E00,1,23,5,5
M025,2024-01-07 00:00:00,67.00042445077652,0.28301118532133196,97.4396979636663,44.937060929878214,221.7542799437374,,1432.607205403026,804.4479499765047,Major,E01,1,0,6,6
M022,2024-01-07 01:00:00,84.951954064229,0.4302274647336223,106.7557976237101,51.07270824591642,,41.79192600757712,1232.3369799147765,1291.8274228771959,Major,,0,1,6,6
M001,2024-01-07 02:00:00,74.81894953922979,0.35828942250055645,111.4157933093149,45.505902690918404,224.5803889876466,52.20298477475745,1168.6164548049674,1348.911716600687,Minor,E00,0,2,6,6
M006,2024-01-07 03:00:00,76.27798455207059,0.320591595914788,91.30113085020902,20.0,239.1329819696455,,1491.1681995149543,1490.996854389399,Minor,E02,0,3,6,6
M021,2024-01-07 04:00:00,62.35088513273075,0.3468619780968855,98.69338974547665,42.59775938714188,217.52023782566218,52.15237683614903,1605.8254309039235,866.6703629215737,Critical,E00,1,4,6,6
M002,2024-01-07 05:00:00,,0.25892338524280817,,56.99466087370241,220.12874593056975,43.702147143060905,1501.919994550402,1535.9837474966066,Minor,E01,0,5,6,6
M022,2024-01-07 06:00:00,79.42730212751238,0.34903719342735384,98.57333618520674,35.81752052077715,225.75864515167834,48.741869530801274,1597.195292214558,804.9295803242038,Major,E02,0,6,6,6
M008,2024-01-07 07:00:00,73.72134670975562,0.2742081780272828,93.47193445231932,,217.56966171354634,40.878607783132296,1609.1800301608396,1535.7569312861071,None,E00,0,7,6,6
